cliente_id,edad,antiguedad_años,salario_mensual_cop,num_productos,saldo_promedio_cop,num_transacciones_mes,dias_desde_ultimo_contacto,nps_score,canal_preferido,segmento_cliente,region,tiene_credito,tiene_cuenta_ahorro,meses_sin_uso_app,quejas_ultimo_año,churn
CLI01085,55,16,11640106,6,420888,24,70,7,Telefónico,Masivo,Caribe,0,1,9,4,1
CLI01086,48,8,8350807,4,8295953,51,150,1,Digital,Masivo,Caribe,1,0,6,1,0
CLI01087,38,16,7780757,4,26528957,10,246,4,Telefónico,Masivo,Orinoquía,0,0,10,0,0
CLI01088,64,8,8284672,1,30663820,56,262,7,Telefónico,Masivo,Pacífica,1,0,10,0,0
CLI01089,45,8,5377809,5,33744717,8,26,9,Presencial,Preferente,Pacífica,0,1,6,0,0
CLI01090,46,0,6376709,3,19973915,21,140,4,Telefónico,Pyme,Caribe,0,1,0,2,0
CLI01091,28,1,11447034,6,2211130,56,99,1,Presencial,Premium,Andina,1,1,5,4,0
CLI01092,27,15,4092316,6,17984955,6,278,2,App Móvil,Masivo,Andina,0,1,3,0,0
CLI01093,45,0,7395725,4,36682843,21,51,5,Presencial,Masivo,Caribe,1,0,9,0,0
CLI01094,54,9,10177828,5,5130418,57,151,4,App Móvil,Preferente,Andina,0,1,9,3,0
CLI01095,50,17,6938757,6,12977207,39,104,3,App Móvil,Preferente,Andina,0,0,9,4,1
CLI01096,64,7,11283893,3,19494042,24,89,3,Presencial,Masivo,Andina,0,1,10,4,1
CLI01097,43,10,4164749,4,1488543,33,141,4,Digital,Premium,Pacífica,0,1,11,3,0
CLI01098,47,1,8228926,3,22630510,59,213,1,Presencial,Pyme,Pacífica,0,0,1,4,1
CLI01099,49,7,5499453,5,31905928,18,233,8,App Móvil,Masivo,Andina,1,1,9,1,0
CLI01100,42,7,11295586,6,39483623,56,183,1,Digital,Premium,Pacífica,1,0,6,2,0
CLI01101,28,16,8746813,2,35992019,28,251,9,Presencial,Masivo,Caribe,0,1,8,3,0
CLI01102,38,14,4421989,6,6417115,57,9,1,App Móvil,Preferente,Pacífica,1,0,4,0,0
CLI01103,41,16,2484156,5,31123936,52,79,9,Presencial,Preferente,Caribe,1,1,7,4,0
CLI01104,62,12,5213543,6,28318787,32,52,8,Telefónico,Masivo,Caribe,1,0,4,1,0
CLI01105,41,18,10752267,6,22364973,12,269,2,Digital,Pyme,Andina,1,1,6,1,1
CLI01106,43,4,2703920,1,17888504,48,226,9,Digital,Preferente,Andina,1,1,6,2,1
CLI01107,49,11,4608591,6,20075489,42,51,6,Telefónico,Preferente,Orinoquía,0,1,8,1,0
CLI01108,61,0,2247852,6,43714543,27,186,3,Digital,Masivo,Andina,0,1,2,4,0
CLI01109,28,4,11045226,3,15442242,10,34,5,Digital,Masivo,Caribe,1,1,0,4,0
CLI01110,22,7,6796990,2,24093575,46,291,3,App Móvil,Masivo,Andina,1,1,1,1,1
CLI01111,53,12,8428655,3,12838405,57,230,9,Digital,Preferente,Andina,1,0,11,4,0
CLI01112,34,7,10996418,3,42547151,52,131,6,App Móvil,Preferente,Andina,1,1,5,4,0
CLI01113,51,10,10700891,4,43095831,42,120,0,App Móvil,Masivo,Pacífica,1,1,9,0,0
CLI01114,44,0,3321367,1,12299695,32,326,2,Digital,Preferente,Pacífica,1,1,9,3,1
CLI01115,40,12,4872863,3,23100902,42,247,2,Digital,Preferente,Orinoquía,1,1,11,4,1
CLI01116,53,18,4399033,5,10832477,26,192,0,Telefónico,Preferente,Amazonía,1,0,8,4,1
CLI01117,51,2,3078315,5,25913772,25,323,5,Presencial,Preferente,Caribe,0,1,2,2,0
CLI01118,50,16,8927210,6,10947852,11,210,8,Digital,Pyme,Pacífica,0,1,9,3,0
CLI01119,50,4,9798852,4,13811224,23,103,7,Telefónico,Preferente,Andina,0,1,1,3,0
CLI01120,51,19,7593073,1,17608851,34,329,6,Digital,Preferente,Pacífica,1,1,10,3,1
CLI01121,37,7,2849590,1,30737525,57,133,9,App Móvil,Masivo,Andina,0,0,0,1,0
CLI01122,61,13,6866645,6,35021649,52,323,7,Digital,Masivo,Amazonía,1,1,1,0,0
CLI01123,40,3,7129905,5,2744686,40,139,5,Digital,Masivo,Pacífica,0,1,2,0,0
CLI01124,39,10,4545529,2,20007761,23,121,8,Digital,Preferente,Amazonía,1,1,6,2,0
CLI01125,22,19,6940107,4,24355905,29,94,2,App Móvil,Masivo,Pacífica,0,1,1,3,0
CLI01126,35,14,8603260,6,41111497,31,129,9,Telefónico,Masivo,Orinoquía,0,1,4,3,0
CLI01127,23,18,8581530,4,231414,7,91,9,App Móvil,Premium,Pacífica,1,1,1,4,0
CLI01128,49,6,11358401,5,12839724,40,92,8,Presencial,Masivo,Andina,1,1,6,1,0
CLI01129,51,18,4397706,5,27229553,33,63,3,Digital,Masivo,Caribe,1,1,9,1,0
CLI01130,59,18,9782356,2,16584878,21,29,6,Digital,Masivo,Andina,1,1,7,2,0
CLI01131,25,10,4701473,2,2402110,2,210,8,Presencial,Premium,Caribe,0,1,7,0,0
CLI01132,22,4,10987265,1,1643083,18,12,1,Presencial,Masivo,Andina,0,1,7,3,1
CLI01133,29,4,10814823,4,43958766,47,333,1,Telefónico,Preferente,Andina,1,1,9,2,1
CLI01134,50,7,8007660,4,11791470,33,297,8,Digital,Preferente,Andina,1,1,8,1,0
CLI01135,60,9,2949991,5,26576632,37,130,2,App Móvil,Preferente,Amazonía,1,1,0,1,0
CLI01136,24,5,7539523,1,29347254,34,293,8,Digital,Preferente,Orinoquía,1,1,11,1,0
CLI01137,53,14,6853966,6,5050058,20,173,4,App Móvil,Premium,Caribe,1,1,0,3,0
CLI01138,31,15,8247741,4,21650,35,208,5,Digital,Masivo,Andina,0,1,9,3,1
CLI01139,31,16,6668554,1,34959394,51,24,1,Presencial,Masivo,Andina,1,1,1,3,1
CLI01140,40,7,1924528,1,27039028,50,99,7,Digital,Masivo,Andina,1,0,10,4,1
CLI01141,55,7,9490001,5,36467725,54,356,8,Presencial,Masivo,Pacífica,1,1,5,0,0
CLI01142,54,8,10500789,1,10727797,18,139,1,Presencial,Masivo,Andina,0,1,0,1,0
CLI01143,44,1,7950219,2,49363500,46,314,5,Presencial,Masivo,Andina,0,1,4,1,0
CLI01144,49,14,3150824,2,25372075,24,174,5,Presencial,Preferente,Orinoquía,0,1,4,4,1
CLI01145,53,17,6765481,3,23602903,8,29,7,Telefónico,Preferente,Pacífica,0,1,3,1,0
CLI01146,28,2,8202692,5,37398760,30,143,9,Telefónico,Masivo,Caribe,1,0,10,1,0
CLI01147,50,16,10027835,6,24556224,44,316,4,App Móvil,Preferente,Pacífica,0,1,4,3,0
CLI01148,29,3,3273055,3,14701106,53,351,8,Digital,Masivo,Andina,0,1,11,3,0
CLI01149,22,3,6692859,2,22797226,10,42,0,Telefónico,Masivo,Caribe,0,1,0,0,0
CLI01150,24,13,10580745,3,40676214,23,299,8,Presencial,Preferente,Caribe,1,1,10,1,1
CLI01151,45,8,1781854,5,12458709,52,208,9,Presencial,Masivo,Andina,1,1,10,2,0
CLI01152,44,8,8162314,5,38727318,49,330,6,Presencial,Masivo,Andina,0,1,5,1,0
CLI01153,29,17,7330395,1,4513207,11,192,3,Digital,Masivo,Caribe,0,1,6,1,1
CLI01154,58,9,10548935,4,9805301,2,160,2,Digital,Pyme,Pacífica,0,1,7,0,1
CLI01155,24,3,3157153,1,31239442,58,64,9,Digital,Preferente,Pacífica,1,1,1,2,0
CLI01156,54,11,11373863,5,26060625,26,243,5,Digital,Masivo,Caribe,0,1,6,1,0
CLI01157,49,7,8583610,2,30174939,36,258,0,Telefónico,Premium,Caribe,1,0,5,2,1
CLI01158,29,1,9342680,6,1008314,33,152,2,Telefónico,Preferente,Pacífica,1,0,8,3,1
CLI01159,55,12,3306684,2,19270546,47,215,1,App Móvil,Preferente,Caribe,0,1,7,3,1
CLI01160,56,15,3309858,1,26883611,13,322,8,Telefónico,Premium,Orinoquía,1,1,10,2,0
CLI01161,53,1,1979083,6,31312762,40,166,2,Digital,Masivo,Andina,0,1,3,1,0
CLI01162,45,10,11282924,5,23507635,25,31,1,App Móvil,Masivo,Andina,1,1,8,2,0
CLI01163,35,9,3401740,2,30271740,4,232,3,App Móvil,Preferente,Caribe,0,1,0,2,1
CLI01164,53,14,7148393,5,40160381,42,282,1,Presencial,Preferente,Caribe,1,1,10,3,1
CLI01165,64,16,7784725,6,17488932,19,29,0,Presencial,Preferente,Caribe,1,0,5,2,0
CLI01166,37,7,9252950,6,19544473,18,195,5,App Móvil,Preferente,Caribe,1,1,7,4,0
CLI01167,25,17,8209914,2,41096674,37,334,9,Presencial,Pyme,Andina,0,1,10,4,1
CLI01168,58,8,8895873,5,28001447,30,256,7,App Móvil,Pyme,Caribe,0,0,10,3,0
CLI01169,42,7,6084946,3,7359055,19,281,9,Digital,Premium,Andina,1,1,3,1,0
CLI01170,35,13,9843199,5,16691493,58,304,9,Digital,Premium,Andina,1,1,1,1,0
CLI01171,52,17,5801400,6,39665277,23,321,1,Presencial,Pyme,Caribe,1,1,10,3,1
CLI01172,39,19,6141094,5,17122646,59,323,8,Presencial,Masivo,Caribe,0,0,1,1,0
CLI01173,28,19,4207184,1,25994235,54,346,2,App Móvil,Masivo,Caribe,0,1,9,0,1
CLI01174,31,11,9373491,3,43883023,16,294,7,App Móvil,Preferente,Caribe,1,1,0,4,0
CLI01175,28,18,5270771,4,33511963,1,87,7,Presencial,Premium,Pacífica,0,0,4,0,0
CLI01176,54,13,3040724,1,15380463,12,149,2,Digital,Preferente,Andina,0,1,5,0,1
CLI01177,44,16,7375293,4,14152098,24,249,2,App Móvil,Preferente,Pacífica,0,1,3,0,0
CLI01178,42,2,3465730,2,23089595,34,321,5,Telefónico,Masivo,Andina,1,1,3,3,1
CLI01179,40,6,8843728,4,41689772,53,283,0,Digital,Masivo,Andina,1,1,4,0,0
CLI01180,40,16,10564281,5,34401837,57,362,3,Presencial,Preferente,Andina,1,1,4,2,0
CLI01181,57,11,8597037,4,47582023,8,198,0,Telefónico,Masivo,Pacífica,0,1,8,1,1
CLI01182,50,8,5562224,6,10680555,18,44,2,Telefónico,Masivo,Caribe,1,1,7,3,0
CLI01183,39,14,11777137,1,49063350,57,356,8,Presencial,Masivo,Caribe,1,1,8,2,0
CLI01184,23,17,2594316,1,39897301,48,28,4,Digital,Masivo,Andina,0,1,2,2,0
CLI01185,22,12,5800915,4,19763284,5,17,4,App Móvil,Preferente,Andina,1,1,2,4,0
CLI01186,26,7,8260403,1,3401447,26,127,3,Telefónico,Masivo,Andina,1,0,0,4,0
CLI01187,41,13,8120241,6,11038804,30,168,2,Presencial,Preferente,Andina,0,1,9,2,1
CLI01188,32,7,3136675,1,30742424,54,244,4,Digital,Masivo,Andina,1,1,5,4,1
CLI01189,63,13,10595281,4,12176872,13,76,3,Telefónico,Premium,Andina,0,1,3,1,0
CLI01190,23,6,2301849,3,22292544,19,231,7,Digital,Masivo,Andina,1,1,10,1,0
CLI01191,24,11,11617273,3,45643397,29,204,3,Digital,Preferente,Pacífica,0,0,7,4,1
CLI01192,44,10,2661068,2,25576050,3,248,7,Presencial,Preferente,Pacífica,0,1,1,0,0
CLI01193,33,10,8870131,1,46794079,26,302,5,Digital,Masivo,Andina,0,1,10,2,0
CLI01194,41,12,2535891,4,5002828,40,214,4,Telefónico,Premium,Pacífica,1,1,1,1,0
CLI01195,26,17,2253494,1,131562,59,215,3,Digital,Preferente,Orinoquía,1,1,6,4,1
CLI01196,58,1,10311785,5,26218129,58,158,3,Telefónico,Masivo,Andina,1,1,4,4,0
CLI01197,59,14,10531370,6,40488398,58,69,3,Digital,Masivo,Andina,1,1,0,1,0
CLI01198,51,19,9111432,1,22367456,12,85,8,Digital,Pyme,Pacífica,1,1,6,1,0
CLI01199,30,17,10656484,1,12841272,2,267,3,Digital,Premium,Andina,0,1,6,0,0
CLI01200,55,14,5204697,3,48593510,11,69,8,App Móvil,Masivo,Caribe,1,1,9,4,1
